1: 35.24690225778987
1: 34.00759883631289
1: 35.87141559893336
1: 35.75793540323803
1: 35.47946684681738
2: 55.60448781669396
2: 49.13003300386386
2: 77.14896157977775
2: 54.908291564549636
2: 59.88714674331882
4: 140.3460909953467
4: 118.28142735608462
4: 117.38448935288443
4: 117.31104537976839
4: 88.15896377230175
8: 163.61461455391472
8: 273.7106028001002
8: 239.00029532757512
8: 157.17293205359812
8: 247.19065976751438
16: 307.74840109375714
16: 310.1453789217473
16: 262.8912098240183
16: 175.77948228951888
16: 395.21316465736925
32: 32.47392661086095
32: 34.19792763131688
32: 33.23383527334429
32: 34.42077991436366
32: 32.476565365221575
32: 35.084327157694766
32: 34.992809972552514
64: 41.101664384757505
64: 34.49418634218759
64: 50.53983853856696
64: 44.6592271811638
64: 43.49592192541326
64: 43.90047743218728
64: 41.40670822414406
128: 42.87663796521215
128: 44.4846456250816
128: 44.97526521512462
128: 35.16790321966447
128: 49.073479943403015
256: 24.742283619186722
256: 18.194771169147643
256: 17.999712717839326
256: 12.22825395790024
256: 22.141899965258283


32: 47.04848955415155
32: 51.90878032352184
32: 57.85469881956501
32: 57.940283941663154
32: 51.46533579007085
32: 53.18803877043743
32: 62.40697147756171
32: 56.910500582216805
32: 63.25461387320918
32: 62.77639580553022

0.2: 54.56986286074154
0.2: 55.891356803306124
0.2: 54.410805042591164
0.205: 45.806020743071926
0.205: 63.83354330136297
0.205: 53.0574456275513
0.21: 51.95944038821177
0.21: 62.458388501716016
0.21: 54.25174952865154
0.215: 53.958824788776916
0.215: 49.61583421122106
0.215: 59.603822131784426
0.22: 60.21581126909898
0.22: 54.3452747273762
0.22: 48.85509012261154
0.225: 50.16300574641451
0.225: 47.52841686049282
0.225: 55.28512652493775
