0.025	722	17.040583349874623
0.05	629	16.123385888941794
0.05	574	15.668498976764711
0.07	106	15.821909605750644
0.075	100	15.742973193865351
0.08	104	15.559081587746295
0.1	91	15.26348009219715
0.01	2304	18.189149011271812
0.055	129	16.500152452963206
0.06	92	16.543187229350675
0.065	91	16.321489516880003
0.07	100	16.00606685749238
0.06	79	16.739318811743487


0.2	534	4.277757293575243
0.2	546	4.225188744468356
0.2	541	4.306655470442343
0.205	130	4.34837797265497
0.21	103	4.402737380326351
0.215	91	4.382152185229058
0.22	103	4.311609762227356
0.225	122	4.259363308517122
